internal_row_id,canonical_name,official_website_url,careers_source_type,careers_page_url,ats_provider_detected,careers_evidence_url,careers_notes
pilot-0099,SFAI - Choujaa Audit Firm,http://choujaafirm.com/,email_or_application_form,,none,http://choujaafirm.com/,Page includes an 'Attach Your CV Here' submission option; no dedicated careers page or ATS.
pilot-0110,Fundbot,https://fundbot.co/,careers_landing_page_no_current_listings,https://careers.beirutdigitaldistrict.com/companies/profile/494/show,none,https://careers.beirutdigitaldistrict.com/companies/profile/494/show,"Fundbot has an active company profile on the Beirut Digital District careers portal, but it explicitly shows 'Active Jobs: 0' - a real careers channel, no current openings."
pilot-0114,Serhal Nassar & Co,https://serhalco.com/,public_company_careers_page,https://serhalco.com/careers/,none,https://serhalco.com/about-us/,A 'CAREERS' link is present in the site's main navigation (https://serhalco.com/careers/); the specific page's content (whether it lists active openings) was not itself fetched within this company's research budget.
pilot-0122,BML Istisharat - Ashrafieh,http://www.istisharat.com/,public_company_careers_page,http://www.istisharat.com/Career_in_Banking,none,http://www.istisharat.com/Career_in_Banking,"Dedicated careers page found in site navigation; custom in-house page, no third-party ATS evidence."
pilot-0123,DOUMANI & Co. CPAs,http://doumanico.com/,public_company_careers_page,http://doumanico.com/join-us,none,http://doumanico.com/join-us,"""Join Us"" nav link leads to a dedicated careers page; custom, no ATS evidence."
pilot-0125,Multiframes,https://www.multiframes.com/,public_company_careers_page,https://www.multiframes.com/careers,none,https://www.multiframes.com/careers,Dedicated careers page confirmed in main navigation; no third-party ATS evidence found.
pilot-0147,Serab Residencia,https://serabresidencia.com/,public_company_careers_page,https://serabresidencia.com/career/,none,https://serabresidencia.com/,"A 'Career' link is present in the site's main navigation at https://serabresidencia.com/career/. Page content/listings and any ATS platform could not be inspected within budget, so no ATS provider was recorded."
pilot-0156,Beverly Beach Hotel,https://beverlychainhotels.com/,careers_landing_page_no_current_listings,https://beverlychainhotels.com/job-openings/,none,https://beverlychainhotels.com/job-openings/,"Dedicated 'Jobs' nav link leads to a job-openings page that explicitly states 'We currently have no job openings' - a real careers destination, no active listings, no third-party ATS."
pilot-0187,UNIC Factory,https://www.unic-cooler.com/,careers_landing_page_no_current_listings,https://www.unic-cooler.com/employment.php,none,https://www.unic-cooler.com/employment.php,"Dedicated 'Employment' page exists under the Company menu with a CV-upload application form and Equal Opportunity Employer statement, but no specific open positions are listed."
pilot-0206,PET FACTORY,https://petfactory.me/,email_or_application_form,https://petfactory.me/pages/contact,none,https://petfactory.me/pages/contact,"Site nav includes an 'HR Career Opportunities' item under Contact, but it links to the same generic contact page, whose form offers 'HR' as one of several 'Reason for Contact' options. No active job listings or dedicated careers page; recruitment appears to go through this contact form."
pilot-0214,Factory Bspoke Interiors,,email_or_application_form,,,https://lb.linkedin.com/jobs/view/interior-design-sales-at-bspoke-interiors-sarl-4294412181,"Found an active LinkedIn job posting for ""Interior Design Sales at Bspoke Interiors SARL"" in Beirut, Lebanon, indicating the company recruits via LinkedIn job postings rather than a dedicated careers page. No public ATS or careers page identified."
pilot-0224,WAK Engineering S.A.R.L,http://www.wak-engineering.com/,email_or_application_form,http://www.wak-engineering.com/careers-wak2020.html,none,http://www.wak-engineering.com/careers-wak2020.html,Dedicated Careers nav link found. Page has no job listings but invites candidates to send resumes to hr@wak-engineering.com.
pilot-0251,Kfoury Engineering and Contracting (KEC),http://www.kfouryengineering.com/,email_or_application_form,https://www.kfouryengineering.com/?page_id=4562,none,https://www.kfouryengineering.com/?page_id=4562,Dedicated careers page exists but lists no specific open positions; it is a generic contact form directing applicants to email CVs to info@kfouryengineering.com. No external ATS detected.
pilot-0253,Bardawil & Co.,https://www.bardawilco.com/,email_or_application_form,https://bardawilco.com/join-our-team-at-bardawil-co/,none,https://bardawilco.com/join-our-team-at-bardawil-co/,Careers page ('Work with us') exists with a location dropdown and CV upload form but lists no specific open positions. No external ATS detected.
pilot-0260,General Construction Company - GCC Lebanon,http://www.gccleb.com/,careers_landing_page_no_current_listings,http://www.gccleb.com/careers,none,http://www.gccleb.com/careers,"Dedicated Careers page exists with a Benefits & Rewards section and an 'Open Positions' search widget (keyword/location/employment-type filters, 'Load more listings' button), but no actual job postings render/load. Site directs inquiries to info@gccleb.com or +961-1-898 711/2."
pilot-0271,Mattar Log Homes,http://mattarhomes.com/,careers_landing_page_no_current_listings,https://www.mattarhomes.com/en/careers,none,http://mattarhomes.com/,"A 'Careers' link is present in the main nav and footer, resolving to https://www.mattarhomes.com/en/careers; a direct guess at /careers (without the /en locale prefix) returned HTTP 404. Content/listings on the actual careers URL were not fetched (call budget reached), so listing status is unconfirmed -- treated conservatively as a landing page with no confirmed current listings."
pilot-0322,Yamen Sarl for Trading and Industry,http://www.yamenest.com/,email_or_application_form,http://www.yamenest.com/careers,none,http://www.yamenest.com/careers,"Careers page has an on-site application form (name, email, mobile, position, governorate/city, expected salary, CV upload) rather than posted listings, and directs candidates to the company's LinkedIn page (linkedin.com/company/yamen-est-for-general-trading-and-contracting) for current openings. No external ATS platform detected."
pilot-0331,HHUMC Hammoud Hospital University Medical Center مستشفى حمود الجامعي,http://hhumc.org.lb/,jobs_page_with_active_listings,http://hhumc.org.lb/careers-category.php?id=1,none,http://hhumc.org.lb/en,"Site has a Careers menu with subsections for Staff Vacancies (careers-category.php?id=1), Faculty Vacancies (id=2), and Training Opportunities (id=3, dietetics/lab/nursing/pharmacy internships), served by a custom in-house PHP system rather than a recognizable third-party ATS."
pilot-0347,Spinneys Saida,https://www.spinneyslebanon.com/,careers_landing_page_no_current_listings,https://www.spinneyslebanon.com/careers,none,https://www.spinneyslebanon.com/careers,"Site navigation includes a 'Careers' menu item, but fetching /careers returned homepage/product-catalog content only (likely client-side SPA routing not captured by a single WebFetch), so no active listings could be confirmed."
pilot-0366,The Net Global,https://www.thenetglobal.group/,jobs_page_with_active_listings,https://www.thenetglobal.group/careers,none,https://www.thenetglobal.group/careers,"Active careers page with 11 open positions at time of fetch (Customer Service, Sales, Business Development roles across Jordan/Dubai/Baghdad/Erbil), posted May-July 2026. Uses a custom on-site application form (name, email, phone, nationality, DOB, CV upload); no third-party ATS iframe or link detected."
pilot-0406,National American School - NAS,http://www.naszahleh.school/,careers_landing_page_no_current_listings,http://www.naszahleh.school/category/career--opportunities,none,http://www.naszahleh.school/,"Site has a 'Working At NAS' nav section with sub-pages: Career Opportunities (/category/career--opportunities), Why Work at NAS, Admission Process, Child Protection at NAS, Contact Human Resources. No specific open positions were confirmed visible in the excerpt fetched; page not directly loaded to confirm active listings vs. general landing content."
pilot-0407,Antonine Sisters School - CSJ Ksara,http://www.antonineszk.org/,careers_landing_page_no_current_listings,http://www.antonineszk.org/carriere.php,none,http://www.antonineszk.org/carriere.php,"Dedicated careers page (linked as 'Carrière' in nav) with a general recruitment message ('constantly looking for passionate professionals') and a bilingual application form (personal info, cover letter, CV, photo, role dropdown with 20+ roles). No specific current openings listed; applications submitted directly via the form, no external ATS referenced. Contact email info@antonineszk.org shown as an alternative."
pilot-0420,Medair Zahle,https://medair.org/,public_company_careers_page,https://medair.org/careers,none,https://medair.org/careers,"Footer and nav both link to a dedicated Careers page ('Work with us'). The page states applicants can 'apply directly through our online portal' and links to '/jobs' ('Explore our current openings' / 'See all jobs'), suggesting jobs are hosted on Medair's own site rather than via a recognizable third-party ATS domain -- no ATS domain evidence (e.g. myworkdayjobs.com, greenhouse.io, lever.co) was found on the /careers page. The actual /jobs listing page was not fetched (to stay within the per-company fetch budget), so whether active listings currently exist there is unconfirmed. Also offers a 'Relief & Recovery Orientation Course (ROC)' talent-pool pathway for candidates without a matching current opening."
pilot-0421,Oxfam Lebanon - Zahle,https://www.oxfam.org/,public_company_careers_page,https://www.oxfam.org/en/take-action/jobs,none,https://www.oxfam.org/en/take-action/jobs,Global jobs page linked from main nav (Take Action > Work With Us) and footer. Could not confirm whether Lebanon-specific vacancies are currently posted; no recognizable third-party ATS domain identified from fetched content.
pilot-0422,Danish Refugee Council - Bekaa Office,https://www.drc.ngo/,jobs_page_with_active_listings,https://www.drc.ngo/jobs/,none,https://www.drc.ngo/jobs/,"Jobs page has active, dated listings (e.g. 'HMA Operations Manager Lebanon', published 02 Sept 2026). Listings appear to be served from an internal jobs portal (links like /jobs/job?id=...); no recognizable named third-party ATS domain (e.g. Workday, SuccessFactors) was identified in fetched content."
pilot-0423,Salam LADC,https://salamladc.org/,careers_landing_page_no_current_listings,https://salamladc.org/vacancies/,none,https://salamladc.org/vacancies/,"Vacancies page exists with one posting ('Volunteer ESL Coordinator'), but it is an unpaid volunteer/internship role (applications via email to program.manager@salamladc.org), not a paid job listing; page also states additional openings are cross-posted on Daleel Madani (daleel-madani.org). Treated as no current paid listings."
pilot-0424,We World Zahle office,https://www.weworld.it/en/what-we-do/global-projects/libano,public_ats,https://weworld.intervieweb.it/en/career,Intervieweb,https://weworld.intervieweb.it/en/career,"Footer 'Work with us' link leads to a distinct third-party recruiting subdomain (weworld.intervieweb.it), a recognizable dedicated ATS domain separate from the main corporate site — treated as strong direct ATS evidence even though Intervieweb is not on the short example list in the task instructions."
pilot-0426,himaya Zahle,https://himaya.org,careers_landing_page_no_current_listings,https://himaya.org,,https://himaya.org,"The homepage navigation under 'Get Involved' includes 'Join The Family' and 'Internship/Volunteering' menu items, suggesting dedicated employment/volunteering pages exist. However, attempted guesses at the direct URLs (himaya.org/join-the-family, himaya.org/get-involved) both returned 404, so the exact careers page URL could not be confirmed. No specific current job listings were seen."
pilot-0429,Norwegian Refugee Council - Zahle office,https://www.nrc.no/,public_ats,https://www.nrc.no/link/6fbaafe8c8ca4ddb98b81f68097ef080.aspx,Oracle HCM Cloud (ekum.fa.em2.oraclecloud.com candidate portal); Webcruiter used for some locally-hired roles,https://ekum.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/,"Footer 'Work with us' link redirects to an Oracle HCM Cloud candidate experience portal (distinct oraclecloud.com subdomain — strong direct ATS evidence), with a secondary Webcruiter (candidate.webcruiter.com) portal used for certain locally-hired coordinator-level and below positions."
pilot-0443,SANAD: The Home Hospice Organization of Lebanon Beqaa,https://sanadhospice.org,careers_landing_page_no_current_listings,https://sanadhospice.org/jobs-internships/,,https://sanadhospice.org/jobs-internships/,The site has a dedicated 'Join Our Team' / Jobs & Internships page. It states: 'We have no job vacancies at the moment - but you can always volunteer!' Volunteers are directed to submit a CV via email to volunteer@sanadhospice.org (no formal ATS; email-based application). The page does not mention Zahle or Bekaa specifically.
